idx,id,yr,binned_senti_score_assets,binned_senti_score_economy,binned_senti_score_expenses,binned_senti_score_govt.policy,binned_senti_score_industry,binned_senti_score_innovation,binned_senti_score_liquidity,binned_senti_score_margins,binned_senti_score_merges_acquisitions,binned_indicators_ratio,binned_senti_score_pricing,binned_senti_score_product.portfolio,binned_senti_score_ratio,binned_senti_score_recent.trends,binned_senti_score_recognition_awards,binned_senti_score_revenue,binned_senti_score_stocks,binned_y_target1,binned_y_target6,binned_y_target12
568,532538,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
569,532538,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
570,532538,2014,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
571,532538,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(10,15]","(5,10]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
572,532432,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
573,532432,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
574,532432,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
575,532432,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
576,532432,2014,"(0,5]","(0,5]","(0,5]","(15,20]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(10,15]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
577,532432,2015,"(0,5]","(5,10]","(0,5]",NA,"(15,20]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
578,512070,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
579,512070,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(15,20]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
580,512070,2012,"(0,5]","(0,5]","(0,5]","(15,20]","(10,15]","(5,10]","(0,5]","(5,10]","(5,10]","(10,15]","(0,5]","(10,15]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
581,512070,2013,"(10,15]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(10,15]","(10,15]","(0,5]","(0,5]","(15,20]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
582,512070,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(0,5]","(10,15]","(15,20]","(5,10]","(5,10]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
583,512070,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(15,20]","(0,5]","(0,5]","(5,10]",NA,"(0,5]","(15,20]","(10,15]","(5,10]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
584,534976,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
585,534976,2015,"(0,5]","(0,5]","(0,5]","(10,15]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
586,507685,2010,"(5,10]",NA,"(5,10]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(10,15]","(0,5]","(5,10]","(0,5]","(5,10]","(5,10]","(10,15]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
587,507685,2011,"(10,15]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(10,15]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
588,507685,2012,NA,"(10,15]","(10,15]","(10,15]","(5,10]",NA,"(10,15]","(0,5]","(15,20]","(5,10]","(5,10]","(5,10]","(10,15]","(10,15]","(10,15]","(5,10]","(10,15]","(10.5,15.6]","(10.5,15.6]","(10.5,15.6]"
589,507685,2013,"(15,20]","(5,10]","(0,5]","(5,10]","(0,5]",NA,"(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(10,15]","(5,10]","(0,5]","(5,10]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
590,507685,2014,NA,"(5,10]","(5,10]","(5,10]","(5,10]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
591,507685,2015,"(15,20]","(10,15]","(0,5]","(5,10]","(0,5]",NA,"(15,20]","(0,5]","(10,15]","(0,5]","(15,20]","(5,10]","(10,15]","(10,15]","(5,10]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
592,505537,2010,"(0,5]","(10,15]","(0,5]","(15,20]","(10,15]","(10,15]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(5,10]",NA,"(10,15]","(0,5]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
593,505537,2011,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(0,5]","(10,15]","(10,15]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
594,505537,2012,"(0,5]","(0,5]","(0,5]","(15,20]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]",NA,"(0,5]","(0,5]","(5,10]","(10,15]","(0,5]","(5,10]","(10,15]","(10.5,15.6]","(10.5,15.6]","(10.5,15.6]"
595,505537,2013,"(0,5]","(5,10]","(0,5]","(15,20]","(10,15]","(5,10]","(0,5]","(0,5]","(10,15]","(10,15]","(0,5]","(0,5]","(5,10]","(10,15]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
596,505537,2014,"(0,5]","(5,10]","(0,5]","(10,15]",NA,"(5,10]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(10,15]","(15,20]","(5,10]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
597,505537,2015,"(0,5]","(10,15]","(0,5]","(5,10]",NA,"(5,10]","(0,5]","(0,5]","(5,10]",NA,"(5,10]","(5,10]","(5,10]","(15,20]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
